cvr,agg5,agg10,agg20,diff1,diff2,diff3,diff4
0.097826,0.12841,0.13819,0.14264,-0.092896,-0.14277,-0.164,-0.11802
0.10046,0.12841,0.13819,0.14264,0.0026305,0.095526,0.2383,0.4023
0.13587,0.14021,0.1471,0.14264,0.035413,0.032782,-0.062744,-0.30104
0.18817,0.14021,0.1471,0.14264,0.052302,0.01689,-0.015893,0.046851
0.11111,0.14021,0.1471,0.14264,-0.077061,-0.12936,-0.14625,-0.13036
0.097674,0.14021,0.1471,0.14264,-0.013437,0.063624,0.19299,0.33924
0.16822,0.14021,0.1471,0.14264,0.07055,0.083987,0.020362,-0.17263
0.14932,0.15398,0.1471,0.14264,-0.018903,-0.089453,-0.17344,-0.1938
0.18421,0.15398,0.1471,0.14264,0.034889,0.053792,0.14325,0.31668
0.17935,0.15398,0.1471,0.14264,-0.0048627,-0.039752,-0.093544,-0.23679
0.13065,0.15398,0.1471,0.14264,-0.048695,-0.043832,-0.0040799,0.089464
0.12637,0.15398,0.1471,0.14264,-0.0042796,0.044415,0.088247,0.092327
0.11765,0.14627,0.14473,0.14282,-0.0087266,-0.0044469,-0.048862,-0.13711
0.1401,0.14627,0.14473,0.14282,0.02245,0.031176,0.035623,0.084485
0.19075,0.14627,0.14473,0.14282,0.050655,0.028205,-0.0029709,-0.038594
0.10429,0.14627,0.14473,0.14282,-0.086457,-0.13711,-0.16532,-0.16235
0.17857,0.14627,0.14473,0.14282,0.074277,0.16073,0.29785,0.46316
0.10929,0.14319,0.14473,0.14282,-0.069282,-0.14356,-0.30429,-0.60214
0.17033,0.14319,0.14473,0.14282,0.06104,0.13032,0.27388,0.57817
0.13372,0.14319,0.14473,0.14282,-0.036609,-0.097649,-0.22797,-0.50185
0.14925,0.14319,0.14473,0.14282,0.015533,0.052142,0.14979,0.37776
0.15337,0.14319,0.14473,0.14282,0.0041205,-0.011412,-0.063554,-0.21334
0.12805,0.14047,0.14091,0.14282,-0.025325,-0.029446,-0.018034,0.04552
0.14013,0.14047,0.14091,0.14282,0.012079,0.037404,0.06685,0.084884
0.10884,0.14047,0.14091,0.14282,-0.031284,-0.043362,-0.080767,-0.14762
0.15698,0.14047,0.14091,0.14282,0.048133,0.079417,0.12278,0.20355
0.16837,0.14047,0.14091,0.14282,0.011391,-0.036743,-0.11616,-0.23894
0.19512,0.14135,0.14091,0.14282,0.026755,0.015364,0.052107,0.16827
0.13208,0.14135,0.14091,0.14282,-0.063046,-0.089801,-0.10517,-0.15727
0.18182,0.14135,0.14091,0.14282,0.049743,0.11279,0.20259,0.30776
0.11728,0.14135,0.14091,0.14282,-0.064534,-0.11428,-0.22707,-0.42966
0.08046,0.14135,0.14091,0.14282,-0.036824,0.02771,0.14199,0.36905
0.14124,0.15253,0.15797,0.15758,0.060783,0.097607,0.069897,-0.07209
0.10976,0.15253,0.15797,0.15758,-0.031487,-0.09227,-0.18988,-0.25977
0.2087,0.15253,0.15797,0.15758,0.09894,0.13043,0.2227,0.41257
0.12414,0.15253,0.15797,0.15758,-0.084558,-0.1835,-0.31392,-0.53662
0.17881,0.15253,0.15797,0.15758,0.05467,0.13923,0.32273,0.63665
0.20161,0.16341,0.15797,0.15758,0.022805,-0.031865,-0.17109,-0.49382
0.13333,0.16341,0.15797,0.15758,-0.06828,-0.091085,-0.059219,0.11187
0.1875,0.16341,0.15797,0.15758,0.054167,0.12245,0.21353,0.27275
0.15789,0.16341,0.15797,0.15758,-0.029605,-0.083772,-0.20622,-0.41975
0.13669,0.16341,0.15797,0.15758,-0.021204,0.0084012,0.092173,0.29839
0.17949,0.1681,0.15719,0.15758,0.042797,0.064001,0.055599,-0.036574
0.15672,0.1681,0.15719,0.15758,-0.022771,-0.065567,-0.12957,-0.18517
0.14912,0.1681,0.15719,0.15758,-0.0075936,0.015177,0.080744,0.21031
0.15833,0.1681,0.15719,0.15758,0.0092105,0.016804,0.001627,-0.079117
0.19685,0.1681,0.15719,0.15758,0.038517,0.029307,0.012502,0.010875
0.17094,0.14628,0.15719,0.15758,-0.02591,-0.064427,-0.093734,-0.10624
0.15672,0.14628,0.15719,0.15758,-0.014224,0.011686,0.076114,0.16985
0.11207,0.14628,0.15719,0.15758,-0.044647,-0.030424,-0.04211,-0.11822
0.16667,0.14628,0.15719,0.15758,0.054598,0.099245,0.12967,0.17178
0.125,0.14628,0.15719,0.15758,-0.041667,-0.096264,-0.19551,-0.32518
0.11679,0.14068,0.15725,0.16823,-0.0082117,0.033455,0.12972,0.32523
0.13953,0.14068,0.15725,0.16823,0.022747,0.030958,-0.0024967,-0.13222
0.20175,0.14068,0.15725,0.16823,0.06222,0.039473,0.0085147,0.011011
0.084746,0.14068,0.15725,0.16823,-0.11701,-0.17923,-0.2187,-0.22722
0.16058,0.14068,0.15725,0.16823,0.075838,0.19285,0.37207,0.59078
0.12676,0.17382,0.15725,0.16823,-0.033823,-0.10966,-0.30251,-0.67458
0.16814,0.17382,0.15725,0.16823,0.041381,0.075204,0.18487,0.48737
0.21739,0.17382,0.15725,0.16823,0.04925,0.0078687,-0.067336,-0.2522
0.16038,0.17382,0.15725,0.16823,-0.057014,-0.10626,-0.11413,-0.046797
0.19643,0.17382,0.15725,0.16823,0.036051,0.093065,0.19933,0.31346
0.18644,0.18061,0.17922,0.16823,-0.0099879,-0.046039,-0.1391,-0.33843
0.14545,0.18061,0.17922,0.16823,-0.040986,-0.030998,0.015041,0.15415
0.15534,0.18061,0.17922,0.16823,0.0098853,0.050871,0.08187,0.066829
0.20225,0.18061,0.17922,0.16823,0.046907,0.037022,-0.013849,-0.095719
0.21359,0.18061,0.17922,0.16823,0.011345,-0.035562,-0.072584,-0.058735
0.20732,0.17782,0.17922,0.16823,-0.0062752,-0.01762,0.017942,0.090527
0.14583,0.17782,0.17922,0.16823,-0.061484,-0.055209,-0.037588,-0.055531
0.22989,0.17782,0.17922,0.16823,0.084052,0.14554,0.20074,0.23833
0.19149,0.17782,0.17922,0.16823,-0.038396,-0.12245,-0.26798,-0.46873
0.11458,0.17782,0.17922,0.16823,-0.076906,-0.03851,0.083937,0.35192
0.13158,0.15188,0.16174,0.16512,0.016996,0.093902,0.13241,0.048475
0.11702,0.15188,0.16174,0.16512,-0.014558,-0.031553,-0.12545,-0.25787
0.18085,0.15188,0.16174,0.16512,0.06383,0.078387,0.10994,0.2354
0.16327,0.15188,0.16174,0.16512,-0.017586,-0.081416,-0.1598,-0.26974
0.16667,0.15188,0.16174,0.16512,0.0034014,0.020987,0.1024,0.26221
0.15596,0.1716,0.16174,0.16512,-0.010703,-0.014105,-0.035092,-0.13749
0.12941,0.1716,0.16174,0.16512,-0.026552,-0.015848,-0.0017434,0.033348
0.24419,0.1716,0.16174,0.16512,0.11477,0.14133,0.15717,0.15892
0.20225,0.1716,0.16174,0.16512,-0.041939,-0.15671,-0.29804,-0.45521
0.12621,0.1716,0.16174,0.16512,-0.076034,-0.034095,0.12262,0.42066
0.20253,0.16068,0.16849,0.16512,0.076318,0.15235,0.18645,0.063828
0.16049,0.16068,0.16849,0.16512,-0.042038,-0.11836,-0.27071,-0.45715
0.092593,0.16068,0.16849,0.16512,-0.067901,-0.025863,0.092492,0.3632
0.17021,0.16068,0.16849,0.16512,0.07762,0.14552,0.17138,0.078892
0.17757,0.16068,0.16849,0.16512,0.0073573,-0.070263,-0.21578,-0.38717
0.10843,0.1763,0.16849,0.16512,-0.069136,-0.076494,-0.0062308,0.20955
0.25,0.1763,0.16849,0.16512,0.14157,0.2107,0.2872,0.29343
0.1134,0.1763,0.16849,0.16512,-0.1366,-0.27816,-0.48887,-0.77606
0.2,0.1763,0.16849,0.16512,0.086598,0.2232,0.50136,0.99023
0.20968,0.1763,0.16849,0.16512,0.0096774,-0.076921,-0.30012,-0.80148
0.072917,0.16454,0.14907,0.15489,-0.13676,-0.14644,-0.069518,0.2306
0.15,0.16454,0.14907,0.15489,0.077083,0.21384,0.36028,0.4298
0.20225,0.16454,0.14907,0.15489,0.052247,-0.024836,-0.23868,-0.59896
0.20833,0.16454,0.14907,0.15489,0.0060861,-0.046161,-0.021325,0.21736
0.18919,0.16454,0.14907,0.15489,-0.019144,-0.02523,0.020931,0.042256
0.12791,0.1336,0.14907,0.15489,-0.061282,-0.042138,-0.016908,-0.037839
0.18667,0.1336,0.14907,0.15489,0.05876,0.12004,0.16218,0.17909
0.10227,0.1336,0.14907,0.15489,-0.084394,-0.14315,-0.2632,-0.42538
0.1375,0.1336,0.14907,0.15489,0.035227,0.11962,0.26277,0.52597
0.11364,0.1336,0.14907,0.15489,-0.023864,-0.059091,-0.17871,-0.44149
0.17105,0.1792,0.16072,0.15489,0.057416,0.08128,0.14037,0.31908
0.20988,0.1792,0.16072,0.15489,0.038824,-0.018592,-0.099872,-0.24024
0.16129,0.1792,0.16072,0.15489,-0.048586,-0.08741,-0.068818,0.031054
0.082353,0.1792,0.16072,0.15489,-0.078937,-0.030351,0.057059,0.12588
0.27143,0.1792,0.16072,0.15489,0.18908,0.26801,0.29836,0.24131
0.12162,0.14224,0.16072,0.15489,-0.14981,-0.33888,-0.6069,-0.90526
0.18519,0.14224,0.16072,0.15489,0.063564,0.21337,0.55225,1.1591
0.081081,0.14224,0.16072,0.15489,-0.1041,-0.16767,-0.38104,-0.93329
0.12329,0.14224,0.16072,0.15489,0.042207,0.14631,0.31398,0.69502
0.2,0.14224,0.16072,0.15489,0.076712,0.034506,-0.1118,-0.42578
0.125,0.10926,0.13011,0.13467,-0.075,-0.15171,-0.18622,-0.074413
0.13043,0.10926,0.13011,0.13467,0.0054348,0.080435,0.23215,0.41837
0.2,0.10926,0.13011,0.13467,0.069565,0.06413,-0.016304,-0.24845
0.078947,0.10926,0.13011,0.13467,-0.12105,-0.19062,-0.25475,-0.23844
0.011905,0.10926,0.13011,0.13467,-0.067043,0.05401,0.24463,0.49938
0.14085,0.15095,0.13011,0.13467,0.12894,0.19598,0.14197,-0.10265
0.076923,0.15095,0.13011,0.13467,-0.063922,-0.19286,-0.38885,-0.53082
0.11392,0.15095,0.13011,0.13467,0.037001,0.10092,0.29379,0.68263
0.26923,0.15095,0.13011,0.13467,0.15531,0.11831,0.017383,-0.2764
0.15385,0.15095,0.13011,0.13467,-0.11538,-0.27069,-0.389,-0.40638
0.055556,0.1424,0.13923,0.13467,-0.098291,0.017094,0.28779,0.67678
0.18841,0.1424,0.13923,0.13467,0.13285,0.23114,0.21405,-0.073739
0.060606,0.1424,0.13923,0.13467,-0.1278,-0.26065,-0.49179,-0.70584
0.24615,0.1424,0.13923,0.13467,0.18555,0.31335,0.574,1.0658
0.16129,0.1424,0.13923,0.13467,-0.084864,-0.27041,-0.58376,-1.1578
0.12308,0.13606,0.13923,0.13467,-0.038213,0.04665,0.31706,0.90082
0.066667,0.13606,0.13923,0.13467,-0.05641,-0.018197,-0.064847,-0.38191
0.14,0.13606,0.13923,0.13467,0.073333,0.12974,0.14794,0.21279
0.1791,0.13606,0.13923,0.13467,0.039104,-0.034229,-0.16397,-0.31191
0.17143,0.13606,0.13923,0.13467,-0.0076759,-0.04678,-0.012552,0.15142
0.16949,0.15675,0.16924,0.14679,-0.001937,0.0057389,0.052519,0.065071
0.19231,0.15675,0.16924,0.14679,0.022816,0.024753,0.019014,-0.033505
0.16327,0.15675,0.16924,0.14679,-0.029042,-0.051859,-0.076612,-0.095626
0.17647,0.15675,0.16924,0.14679,0.013205,0.042248,0.094106,0.17072
0.082192,0.15675,0.16924,0.14679,-0.094279,-0.10748,-0.14973,-0.24384
0.3,0.18173,0.16924,0.14679,0.21781,0.31209,0.41957,0.5693
0.16364,0.18173,0.16924,0.14679,-0.13636,-0.35417,-0.66626,-1.0858
0.086207,0.18173,0.16924,0.14679,-0.077429,0.058934,0.41311,1.0794
0.12245,0.18173,0.16924,0.14679,0.036242,0.11367,0.054737,-0.35837
0.23636,0.18173,0.16924,0.14679,0.11391,0.077673,-0.035999,-0.090736
0.087719,0.11529,0.12435,0.14679,-0.14864,-0.26256,-0.34023,-0.30423
0.12727,0.11529,0.12435,0.14679,0.039553,0.1882,0.45076,0.79099
0.065574,0.11529,0.12435,0.14679,-0.061699,-0.10125,-0.28945,-0.74021
0.15556,0.11529,0.12435,0.14679,0.089982,0.15168,0.25293,0.54238
0.14035,0.11529,0.12435,0.14679,-0.015205,-0.10519,-0.25687,-0.5098
0.15625,0.1334,0.12435,0.14679,0.015899,0.031104,0.13629,0.39316
0.13333,0.1334,0.12435,0.14679,-0.022917,-0.038816,-0.06992,-0.20621
0.067797,0.1334,0.12435,0.14679,-0.065537,-0.04262,-0.0038043,0.066115
0.175,0.1334,0.12435,0.14679,0.1072,0.17274,0.21536,0.21916
0.13462,0.1334,0.12435,0.14679,-0.040385,-0.14759,-0.32033,-0.53569
0.23529,0.16083,0.16175,0.17529,0.10068,0.14106,0.28865,0.60898
0.096154,0.16083,0.16175,0.17529,-0.13914,-0.23982,-0.38088,-0.66953
0.12,0.16083,0.16175,0.17529,0.023846,0.16299,0.40281,0.78369
0.16667,0.16083,0.16175,0.17529,0.046667,0.022821,-0.14017,-0.54297
0.18605,0.16083,0.16175,0.17529,0.01938,-0.027287,-0.050107,0.090059
0.051724,0.16267,0.16175,0.17529,-0.13432,-0.1537,-0.12642,-0.076308
0.16667,0.16267,0.16175,0.17529,0.11494,0.24926,0.40297,0.52938
0.27273,0.16267,0.16175,0.17529,0.10606,-0.0088819,-0.25815,-0.66111
0.16667,0.16267,0.16175,0.17529,-0.10606,-0.21212,-0.20324,0.054908
0.15556,0.16267,0.16175,0.17529,-0.011111,0.094949,0.30707,0.51031
0.21429,0.1929,0.18884,0.17529,0.05873,0.069841,-0.025108,-0.33218
0.23077,0.1929,0.18884,0.17529,0.016484,-0.042247,-0.11209,-0.08698
0.22727,0.1929,0.18884,0.17529,-0.0034965,-0.01998,0.022267,0.13435
0.15217,0.1929,0.18884,0.17529,-0.075099,-0.071602,-0.051622,-0.073889
0.14,0.1929,0.18884,0.17529,-0.012174,0.062925,0.13453,0.18615
0.15,0.18478,0.18884,0.17529,0.01,0.022174,-0.040751,-0.17528
0.17778,0.18478,0.18884,0.17529,0.027778,0.017778,-0.0043961,0.036355
0.18182,0.18478,0.18884,0.17529,0.0040404,-0.023737,-0.041515,-0.037119
0.2,0.18478,0.18884,0.17529,0.018182,0.014141,0.037879,0.079394
0.21429,0.18478,0.18884,0.17529,0.014286,-0.0038961,-0.018038,-0.055916
0.14634,0.12716,0.14277,0.14072,-0.067944,-0.08223,-0.078334,-0.060296
0.040816,0.12716,0.14277,0.14072,-0.10553,-0.037581,0.044649,0.12298
0.19231,0.12716,0.14277,0.14072,0.15149,0.25702,0.2946,0.24995
0.12121,0.12716,0.14277,0.14072,-0.071096,-0.22259,-0.4796,-0.7742
0.13514,0.12716,0.14277,0.14072,0.013923,0.085019,0.30761,0.78721
0.25806,0.15837,0.14277,0.14072,0.12293,0.10901,0.023988,-0.28362
0.074074,0.15837,0.14277,0.14072,-0.18399,-0.30692,-0.41593,-0.43991
0.16279,0.15837,0.14277,0.14072,0.088717,0.27271,0.57963,0.99555
0.058824,0.15837,0.14277,0.14072,-0.10397,-0.19268,-0.46539,-1.045
0.2381,0.15837,0.14277,0.14072,0.17927,0.28324,0.47592,0.94131
0.17778,0.13411,0.13867,0.14072,-0.060317,-0.23959,-0.52283,-0.99875
0.093023,0.13411,0.13867,0.14072,-0.084755,-0.024437,0.21515,0.73798
0.11111,0.13411,0.13867,0.14072,0.018088,0.10284,0.12728,-0.087873
0.16667,0.13411,0.13867,0.14072,0.055556,0.037468,-0.065375,-0.19265
0.12195,0.13411,0.13867,0.14072,-0.044715,-0.10027,-0.13774,-0.072364
0.045455,0.14323,0.13867,0.14072,-0.076497,-0.031781,0.06849,0.20623
0.2069,0.14323,0.13867,0.14072,0.16144,0.23794,0.26972,0.20123
0.095238,0.14323,0.13867,0.14072,-0.11166,-0.2731,-0.51104,-0.78076
0.19355,0.14323,0.13867,0.14072,0.09831,0.20997,0.48307,0.99411
0.175,0.14323,0.13867,0.14072,-0.018548,-0.11686,-0.32683,-0.8099
0.14286,0.14511,0.13431,0.15295,-0.032143,-0.013594,0.10326,0.43009
0.11111,0.14511,0.13431,0.15295,-0.031746,0.00039683,0.013991,-0.089273
0.093023,0.14511,0.13431,0.15295,-0.018088,0.013658,0.013261,-0.00072994
0.2,0.14511,0.13431,0.15295,0.10698,0.12506,0.11141,0.098145
0.17857,0.14511,0.13431,0.15295,-0.021429,-0.12841,-0.25347,-0.36488
0.19231,0.1235,0.13431,0.15295,0.013736,0.035165,0.16357,0.41704
0.10256,0.1235,0.13431,0.15295,-0.089744,-0.10348,-0.13864,-0.30221
0.11111,0.1235,0.13431,0.15295,0.008547,0.098291,0.20177,0.34042
0.12821,0.1235,0.13431,0.15295,0.017094,0.008547,-0.089744,-0.29151
0.083333,0.1235,0.13431,0.15295,-0.044872,-0.061966,-0.070513,0.019231
0.18519,0.16605,0.17159,0.15295,0.10185,0.14672,0.20869,0.2792
0.15152,0.16605,0.17159,0.15295,-0.03367,-0.13552,-0.28225,-0.49093
0.14286,0.16605,0.17159,0.15295,-0.008658,0.025012,0.16053,0.44278
0.19444,0.16605,0.17159,0.15295,0.051587,0.060245,0.035233,-0.1253
0.15625,0.16605,0.17159,0.15295,-0.038194,-0.089782,-0.15003,-0.18526
0.097561,0.17713,0.17159,0.15295,-0.058689,-0.020495,0.069287,0.21931
0.13793,0.17713,0.17159,0.15295,0.04037,0.099059,0.11955,0.050266
0.27273,0.17713,0.17159,0.15295,0.1348,0.094426,-0.0046329,-0.12419
0.083333,0.17713,0.17159,0.15295,-0.18939,-0.32419,-0.41862,-0.41398
0.29412,0.17713,0.17159,0.15295,0.21078,0.40018,0.72437,1.143
0.17241,0.14939,0.15285,0.17592,-0.1217,-0.33249,-0.73267,-1.457
0.083333,0.14939,0.15285,0.17592,-0.08908,0.032623,0.36511,1.0978
0.17391,0.14939,0.15285,0.17592,0.09058,0.17966,0.14704,-0.21807
0.19231,0.14939,0.15285,0.17592,0.018395,-0.072185,-0.25185,-0.39888
0.125,0.14939,0.15285,0.17592,-0.067308,-0.085702,-0.013517,0.23833
0,0.1563,0.15285,0.17592,-0.125,-0.057692,0.02801,0.041527
0.18182,0.1563,0.15285,0.17592,0.18182,0.30682,0.36451,0.3365
0.26923,0.1563,0.15285,0.17592,0.087413,-0.094406,-0.40122,-0.76573
0.2,0.1563,0.15285,0.17592,-0.069231,-0.15664,-0.062238,0.33899
0.13043,0.1563,0.15285,0.17592,-0.069565,-0.00033445,0.15631,0.21855
0.3,0.19191,0.19899,0.17592,0.16957,0.23913,0.23946,0.083156
0.071429,0.19191,0.19899,0.17592,-0.22857,-0.39814,-0.63727,-0.87673
0.19048,0.19191,0.19899,0.17592,0.11905,0.34762,0.74576,1.383
0.28,0.19191,0.19899,0.17592,0.089524,-0.029524,-0.37714,-1.1229
0.11765,0.19191,0.19899,0.17592,-0.16235,-0.25188,-0.22235,0.15479
0.28571,0.20607,0.19899,0.17592,0.16807,0.33042,0.5823,0.80465
0.125,0.20607,0.19899,0.17592,-0.16071,-0.32878,-0.6592,-1.2415
0.23529,0.20607,0.19899,0.17592,0.11029,0.27101,0.59979,1.259
0.30435,0.20607,0.19899,0.17592,0.069054,-0.04124,-0.31225,-0.91204
0.08,0.20607,0.19899,0.17592,-0.22435,-0.2934,-0.25216,0.060088
0.28571,0.14037,0.18682,0.20536,0.20571,0.43006,0.72346,0.97562
0.13043,0.14037,0.18682,0.20536,-0.15528,-0.36099,-0.79106,-1.5145
0.2381,0.14037,0.18682,0.20536,0.10766,0.26294,0.62393,1.415
0,0.14037,0.18682,0.20536,-0.2381,-0.34576,-0.6087,-1.2326
0.047619,0.14037,0.18682,0.20536,0.047619,0.28571,0.63147,1.2402
0.26667,0.23327,0.18682,0.20536,0.21905,0.17143,-0.11429,-0.74576
0.375,0.23327,0.18682,0.20536,0.10833,-0.11071,-0.28214,-0.16786
0.11538,0.23327,0.18682,0.20536,-0.25962,-0.36795,-0.25723,0.024908
0.29167,0.23327,0.18682,0.20536,0.17628,0.4359,0.80385,1.0611
0.11765,0.23327,0.18682,0.20536,-0.17402,-0.3503,-0.7862,-1.59
0.5,0.25878,0.22389,0.20536,0.38235,0.55637,0.90667,1.6929
0.15,0.25878,0.22389,0.20536,-0.35,-0.73235,-1.2887,-2.1954
0.13333,0.25878,0.22389,0.20536,-0.016667,0.33333,1.0657,2.3544
0.2963,0.25878,0.22389,0.20536,0.16296,0.17963,-0.1537,-1.2194
0.21429,0.25878,0.22389,0.20536,-0.082011,-0.24497,-0.4246,-0.2709
0.26667,0.189,0.22389,0.20536,0.052381,0.13439,0.37937,0.80397
0.26667,0.189,0.22389,0.20536,0,-0.052381,-0.18677,-0.56614
0.12,0.189,0.22389,0.20536,-0.14667,-0.14667,-0.094286,0.092487
0.16667,0.189,0.22389,0.20536,0.046667,0.19333,0.34,0.43429
0.125,0.189,0.22389,0.20536,-0.041667,-0.088333,-0.28167,-0.62167
0.16667,0.23476,0.20928,0.20064,0.041667,0.083333,0.17167,0.45333
0.42857,0.23476,0.20928,0.20064,0.2619,0.22024,0.1369,-0.034762
0.15,0.23476,0.20928,0.20064,-0.27857,-0.54048,-0.76071,-0.89762
0,0.23476,0.20928,0.20064,-0.15,0.12857,0.66905,1.4298
0.42857,0.23476,0.20928,0.20064,0.42857,0.57857,0.45,-0.21905
0,0.1838,0.20928,0.20064,-0.42857,-0.85714,-1.4357,-1.8857
0.52941,0.1838,0.20928,0.20064,0.52941,0.95798,1.8151,3.2508
0.13636,0.1838,0.20928,0.20064,-0.39305,-0.92246,-1.8804,-3.6956
0.071429,0.1838,0.20928,0.20064,-0.064935,0.32811,1.2506,3.131
0.18182,0.1838,0.20928,0.20064,0.11039,0.17532,-0.15279,-1.4034
0.33333,0.1934,0.19199,0.20064,0.15152,0.041126,-0.1342,0.018589
0.23529,0.1934,0.19199,0.20064,-0.098039,-0.24955,-0.29068,-0.15648
0.25,0.1934,0.19199,0.20064,0.014706,0.11275,0.3623,0.65298
0.076923,0.1934,0.19199,0.20064,-0.17308,-0.18778,-0.30053,-0.66283
0.071429,0.1934,0.19199,0.20064,-0.0054945,0.16758,0.35537,0.65589
0.35294,0.19059,0.19199,0.20064,0.28151,0.28701,0.11942,-0.23594
0.1,0.19059,0.19199,0.20064,-0.25294,-0.53445,-0.82146,-0.94089
0.42857,0.19059,0.19199,0.20064,0.32857,0.58151,1.116,1.9374
0,0.19059,0.19199,0.20064,-0.42857,-0.75714,-1.3387,-2.4546
0.071429,0.19059,0.19199,0.20064,0.071429,0.5,1.2571,2.5958
0,0.24935,0.28496,0.25323,-0.071429,-0.14286,-0.64286,-1.9
0.42857,0.24935,0.28496,0.25323,0.42857,0.5,0.64286,1.2857
0.27273,0.24935,0.28496,0.25323,-0.15584,-0.58442,-1.0844,-1.7273
0.27273,0.24935,0.28496,0.25323,0,0.15584,0.74026,1.8247
0.27273,0.24935,0.28496,0.25323,0,0,-0.15584,-0.8961
0.3125,0.32058,0.28496,0.25323,0.039773,0.039773,0.039773,0.19562
0.28571,0.32058,0.28496,0.25323,-0.026786,-0.066558,-0.10633,-0.1461
0.33333,0.32058,0.28496,0.25323,0.047619,0.074405,0.14096,0.24729
0.30769,0.32058,0.28496,0.25323,-0.025641,-0.07326,-0.14766,-0.28863
0.36364,0.32058,0.28496,0.25323,0.055944,0.081585,0.15485,0.30251
0.4,0.27161,0.2215,0.25323,0.036364,-0.01958,-0.10117,-0.25601
0.038462,0.27161,0.2215,0.25323,-0.36154,-0.3979,-0.37832,-0.27716
0.4,0.27161,0.2215,0.25323,0.36154,0.72308,1.121,1.4993
0.35294,0.27161,0.2215,0.25323,-0.047059,-0.4086,-1.1317,-2.2527
0.16667,0.27161,0.2215,0.25323,-0.18627,-0.13922,0.26938,1.4011
0.25,0.17139,0.2215,0.25323,0.083333,0.26961,0.40882,0.13944
0.11111,0.17139,0.2215,0.25323,-0.13889,-0.22222,-0.49183,-0.90065
0.0625,0.17139,0.2215,0.25323,-0.048611,0.090278,0.3125,0.80433
0.3,0.17139,0.2215,0.25323,0.2375,0.28611,0.19583,-0.11667
0.13333,0.17139,0.2215,0.25323,-0.16667,-0.40417,-0.69028,-0.88611
0.17647,0.22529,0.18602,0.21092,0.043137,0.2098,0.61397,1.3042
0.1,0.22529,0.18602,0.21092,-0.076471,-0.11961,-0.32941,-0.94338
0.33333,0.22529,0.18602,0.21092,0.23333,0.3098,0.42941,0.75882
0.25,0.22529,0.18602,0.21092,-0.083333,-0.31667,-0.62647,-1.0559
0.26667,0.22529,0.18602,0.21092,0.016667,0.1,0.41667,1.0431
0.090909,0.14675,0.18602,0.21092,-0.17576,-0.19242,-0.29242,-0.70909
0.14286,0.14675,0.18602,0.21092,0.051948,0.22771,0.42013,0.71255
0.5,0.14675,0.18602,0.21092,0.35714,0.30519,0.077489,-0.34264
0,0.14675,0.18602,0.21092,-0.5,-0.85714,-1.1623,-1.2398
0,0.14675,0.18602,0.21092,0,0.5,1.3571,2.5195
0.42857,0.2921,0.23581,0.21092,0.42857,0.42857,-0.071429,-1.4286
0.1875,0.2921,0.23581,0.21092,-0.24107,-0.66964,-1.0982,-1.0268
0.23077,0.2921,0.23581,0.21092,0.043269,0.28434,0.95398,2.0522
0.36364,0.2921,0.23581,0.21092,0.13287,0.089598,-0.19474,-1.1487
0.25,0.2921,0.23581,0.21092,-0.11364,-0.2465,-0.3361,-0.14136
0.066667,0.17952,0.23581,0.21092,-0.18333,-0.069697,0.17681,0.51291
0.13333,0.17952,0.23581,0.21092,0.066667,0.25,0.3197,0.14289
0.41667,0.17952,0.23581,0.21092,0.28333,0.21667,-0.033333,-0.35303
0.21429,0.17952,0.23581,0.21092,-0.20238,-0.48571,-0.70238,-0.66905
0.066667,0.17952,0.23581,0.21092,-0.14762,0.054762,0.54048,1.2429
0,0.080556,0.20172,0.25204,-0.066667,0.080952,0.02619,-0.51429
0.055556,0.080556,0.20172,0.25204,0.055556,0.12222,0.04127,0.015079
0,0.080556,0.20172,0.25204,-0.055556,-0.11111,-0.23333,-0.2746
0.22222,0.080556,0.20172,0.25204,0.22222,0.27778,0.38889,0.62222
0.125,0.080556,0.20172,0.25204,-0.097222,-0.31944,-0.59722,-0.98611
0.083333,0.32288,0.20172,0.25204,-0.041667,0.055556,0.375,0.97222
1,0.32288,0.20172,0.25204,0.91667,0.95833,0.90278,0.52778
0.13333,0.32288,0.20172,0.25204,-0.86667,-1.7833,-2.7417,-3.6444
0.27273,0.32288,0.20172,0.25204,0.13939,1.0061,2.7894,5.5311
0.125,0.32288,0.20172,0.25204,-0.14773,-0.28712,-1.2932,-4.0826
0.14286,0.39139,0.30235,0.25204,0.017857,0.16558,0.45271,1.7459
1,0.39139,0.30235,0.25204,0.85714,0.83929,0.6737,0.221
0.25,0.39139,0.30235,0.25204,-0.75,-1.6071,-2.4464,-3.1201
0.23077,0.39139,0.30235,0.25204,-0.019231,0.73077,2.3379,4.7843
0.33333,0.39139,0.30235,0.25204,0.10256,0.12179,-0.60897,-2.9469
0.1,0.21332,0.30235,0.25204,-0.23333,-0.3359,-0.45769,0.15128
0.36364,0.21332,0.30235,0.25204,0.26364,0.49697,0.83287,1.2906
0.25,0.21332,0.30235,0.25204,-0.11364,-0.37727,-0.87424,-1.7071
0.35294,0.21332,0.30235,0.25204,0.10294,0.21658,0.59385,1.4681
0,0.21332,0.30235,0.25204,-0.35294,-0.45588,-0.67246,-1.2663
0,0.13481,0.17372,0.17002,0,0.35294,0.80882,1.4813
0.42857,0.13481,0.17372,0.17002,0.42857,0.42857,0.07563,-0.73319
0.045455,0.13481,0.17372,0.17002,-0.38312,-0.81169,-1.2403,-1.3159
