Date,Open,High,Low,Close,Volume,Name
13/08/2012,324.03,330.41,323.66,0.161290323,3268073,GOOGL
14/08/2012,329.95,336.76,329.83,0.098181818,3662178,GOOGL
15/08/2012,335.48,337.46,332.38,0.106617647,2411100,GOOGL
16/08/2012,334.09,337.66,333.87,0.126394052,1717691,GOOGL
17/08/2012,337.4,338.96,336.19,0.130268199,2177896,GOOGL
20/08/2012,338.09,339.77,336.67,0.117216117,1758421,GOOGL
21/08/2012,336.89,339.34,331.42,0.125,2222805,GOOGL
22/08/2012,334.02,340.64,333.68,0.111111111,1909262,GOOGL
23/08/2012,337.47,340.58,335.84,0.134057971,1784453,GOOGL
24/08/2012,338.14,340.57,337.38,0.125448029,1429267,GOOGL
27/08/2012,331.83,336.34,329.95,0.149377593,2614131,GOOGL
28/08/2012,332.83,339.15,332.7,0.121428571,2058938,GOOGL
29/08/2012,339.02,344.84,338.41,0.125448029,2991037,GOOGL
30/08/2012,342.46,344.04,340.43,0.181132075,1627704,GOOGL
31/08/2012,342.34,344.63,340.36,0.131386861,2127125,GOOGL
04/09/2012,342.62,342.84,337.09,0.11971831,1889613,GOOGL
05/09/2012,340.34,343.59,339.91,0.128205128,1708169,GOOGL
06/09/2012,343.32,350.29,342.71,0.152091255,3044450,GOOGL
07/09/2012,350.35,356.48,349.18,0.131034483,3236308,GOOGL
10/09/2012,355.23,356.76,349.54,0.098765432,2560067,GOOGL
11/09/2012,349.33,350.68,345.85,0.128404669,1874004,GOOGL
12/09/2012,345.05,347.8,340.78,0.157258065,2642260,GOOGL
13/09/2012,346.89,354.85,345.62,0.154135338,2659302,GOOGL
14/09/2012,355.15,356.86,353.86,0.095940959,2618874,GOOGL
17/09/2012,354.41,356.8,352.85,0.1,1508307,GOOGL
18/09/2012,354.24,359.69,353.74,0.091286307,2067249,GOOGL
19/09/2012,359.11,364.64,358.56,0.114942529,3098782,GOOGL
20/09/2012,362.6,366.06,360.97,0.105610561,2907854,GOOGL
21/09/2012,366.47,367.83,365.43,0.105802048,6360376,GOOGL
24/09/2012,365.87,375.4,365.49,0.147410359,3565837,GOOGL
25/09/2012,376.9,382.83,374.2,0.153558052,6061033,GOOGL
26/09/2012,375.3,381,370.87,0.09252669,5674334,GOOGL
27/09/2012,380.35,381.8,376.2,0.153846154,3932272,GOOGL
28/09/2012,377.45,380.03,375.95,0.098901099,2784091,GOOGL
01/10/2012,379.9,382.88,378.48,0.117647059,3168477,GOOGL
02/10/2012,382.98,383.38,375.51,0.118518519,2790375,GOOGL
03/10/2012,378.24,382.34,376.48,0.12,2208639,GOOGL
04/10/2012,381.76,385.33,380.08,0.130081301,2454496,GOOGL
05/10/2012,385.74,387.58,382.88,0.118466899,2737751,GOOGL
08/10/2012,380.88,382.17,377.45,0.111111111,1958625,GOOGL
09/10/2012,380.22,381.04,371.64,0.155642023,3003884,GOOGL
10/10/2012,371.3,374.14,369.51,0.124528302,2041203,GOOGL
11/10/2012,376.83,379.63,375.52,0.094890511,2383987,GOOGL
12/10/2012,376.3,377.81,372.42,0.118959108,2406787,GOOGL
15/10/2012,371.34,372.29,365.72,0.141221374,3020098,GOOGL
16/10/2012,370.44,373.87,368.6,0.097959184,2058468,GOOGL
17/10/2012,372.35,378.55,370.5,0.161290323,2292819,GOOGL
18/10/2012,378.15,380.09,338.34,0.130952381,12442346,GOOGL
19/10/2012,353.14,353.7,336.34,0.123636364,11483428,GOOGL
22/10/2012,340.85,342.66,335.18,0.126353791,4057872,GOOGL
23/10/2012,336.34,344.01,336.34,0.121323529,2916978,GOOGL
24/10/2012,343.74,343.84,337.97,0.105610561,2496411,GOOGL
25/10/2012,340.34,341.34,337.09,0.138790036,2403696,GOOGL
26/10/2012,338.59,341.86,335.94,0.112727273,1950865,GOOGL
31/10/2012,340.27,340.84,337.84,0.105072464,1537001,GOOGL
01/11/2012,340.09,345.8,339.7,0.111524164,2050471,GOOGL
02/11/2012,347.74,348.12,344.03,0.090534979,2324569,GOOGL
05/11/2012,342.59,343.77,338.12,0.16015625,1635894,GOOGL
06/11/2012,343.08,343.59,339.11,0.128787879,1582936,GOOGL
07/11/2012,337.84,339.46,333.58,0.130597015,2232438,GOOGL
08/11/2012,335.44,336.08,325.94,0.122605364,2598676,GOOGL
09/11/2012,327.65,334.5,325.48,0.185328185,3114084,GOOGL
12/11/2012,332.21,335.23,330.77,0.161825726,1405870,GOOGL
13/11/2012,331.83,334.13,329.44,0.167938931,1594639,GOOGL
14/11/2012,330.66,331.42,325.58,0.161016949,1668322,GOOGL
15/11/2012,325.32,330.33,322.27,0.141791045,1848939,GOOGL
