Date,Open,High,Low,Close,Volume,Name
16/11/2012,323.32,326.83,318.32,0.118852459,3438500,GOOGL
19/11/2012,328.18,334.79,328.09,0.109649123,2369716,GOOGL
20/11/2012,335.09,339.34,332.62,0.109375,2089086,GOOGL
21/11/2012,334.83,335.23,330.53,0.105839416,2113011,GOOGL
23/11/2012,335.32,335.33,333.38,0.171052632,922477,GOOGL
26/11/2012,333.55,333.83,329.84,0.133858268,2205527,GOOGL
27/11/2012,330.42,337.84,329.33,0.094545455,2509598,GOOGL
28/11/2012,334.34,342.8,332.28,0.15503876,3041940,GOOGL
29/11/2012,344.23,347.3,341.34,0.152416357,2780544,GOOGL
30/11/2012,346,349.96,343.19,0.163865546,3164441,GOOGL
03/12/2012,351.47,353.3,347.4,0.128514056,2193948,GOOGL
04/12/2012,347.85,348.1,343.19,0.143459916,1991605,GOOGL
05/12/2012,346.42,347.6,341.51,0.13253012,1862735,GOOGL
06/12/2012,344.14,348.15,342.6,0.151898734,1462216,GOOGL
07/12/2012,347.85,348.79,341.55,0.125984252,1919476,GOOGL
10/12/2012,343.04,346.17,342.24,0.103053435,1366866,GOOGL
11/12/2012,345.34,351.31,344.2,0.135338346,2687956,GOOGL
12/12/2012,349.96,352.11,347.09,0.129277567,2426299,GOOGL
13/12/2012,358.32,358.6,350.12,0.117424242,3446306,GOOGL
14/12/2012,349.93,354.26,349.56,0.127090301,2130595,GOOGL
17/12/2012,353.1,369.51,352.36,0.148760331,3036763,GOOGL
18/12/2012,358.66,364.91,357.88,0.084558824,3005138,GOOGL
19/12/2012,360.72,361.86,358.7,0.109433962,1919799,GOOGL
20/12/2012,361.99,362.69,358.84,0.089147287,1657153,GOOGL
21/12/2012,357.34,359.77,355.62,0.137931034,3527849,GOOGL
24/12/2012,357.61,357.95,354.09,0.115830116,841931,GOOGL
26/12/2012,354.39,356.8,351.56,0.094488189,1182572,GOOGL
27/12/2012,353.92,354.77,349.65,0.152941176,1647392,GOOGL
28/12/2012,351.2,353.81,350.36,0.145038168,1403926,GOOGL
31/12/2012,350.35,355.64,348.35,0.162162162,1997733,GOOGL
02/01/2013,360.07,363.86,358.63,0.126923077,2542268,GOOGL
03/01/2013,362.83,366.33,360.72,0.137254902,2318140,GOOGL
04/01/2013,365.03,371.11,364.2,0.089605735,2763552,GOOGL
07/01/2013,368.09,370.06,365.66,0.152892562,1655967,GOOGL
08/01/2013,368.14,368.52,362.58,0.098214286,1676740,GOOGL
09/01/2013,366.5,369.54,364.66,0.160714286,2025751,GOOGL
10/01/2013,371.79,372.87,367.12,0.093495935,1835780,GOOGL
11/01/2013,371.37,371.58,368.52,0.174418605,1285125,GOOGL
14/01/2013,368.87,371.47,361.54,0.145454545,2864106,GOOGL
15/01/2013,360.02,367.87,356.41,0.105263158,3927990,GOOGL
16/01/2013,361.56,362.53,357.19,0.10041841,2024991,GOOGL
17/01/2013,359.21,360.18,355.87,0.11814346,2212357,GOOGL
18/01/2013,355.54,356.74,351.02,0.136363636,3226898,GOOGL
22/01/2013,352.68,353.02,348.11,0.12345679,3792336,GOOGL
23/01/2013,368.36,374.87,368.26,0.180555556,5911865,GOOGL
24/01/2013,370.99,378.79,370.62,0.120155039,3383596,GOOGL
25/01/2013,375.76,379.62,375.5,0.108333333,2225811,GOOGL
28/01/2013,376.26,378.18,374.32,0.168103448,1627833,GOOGL
29/01/2013,373.75,378.85,373.64,0.112727273,1747734,GOOGL
30/01/2013,377.25,380.86,376.83,0.114068441,1732972,GOOGL
31/01/2013,375.63,379.19,375.5,0.131086142,1634556,GOOGL
01/02/2013,379.5,388.7,379.4,0.12749004,3746165,GOOGL
04/02/2013,384.23,385.62,379.51,0.128099174,3041242,GOOGL
05/02/2013,380.95,385.94,380.11,0.151785714,1870716,GOOGL
06/02/2013,379.91,386.87,379.63,0.115830116,2079687,GOOGL
07/02/2013,385.23,389.79,383.13,0.138059701,2840506,GOOGL
08/02/2013,390.46,393.73,390.17,0.132231405,3024853,GOOGL
11/02/2013,389.59,391.89,387.26,0.120171674,2167656,GOOGL
12/02/2013,391.27,394.34,390.07,0.161434978,1858945,GOOGL
13/02/2013,390.46,393.07,390.37,0.111524164,1198170,GOOGL
14/02/2013,390.25,394.76,389.27,0.13304721,1735219,GOOGL
15/02/2013,394.09,397.03,393.93,0.125475285,2729917,GOOGL
19/02/2013,398.39,403.9,398.04,0.14957265,2932924,GOOGL
20/02/2013,403.05,404.89,396.29,0.093617021,2765029,GOOGL
21/02/2013,399.4,403.13,396.01,0.196581197,3511036,GOOGL
22/02/2013,400.03,401.03,397.3,0.112033195,2054050,GOOGL
25/02/2013,401.55,404.61,395.64,0.130612245,2307008,GOOGL
26/02/2013,397.9,398.37,392.59,0.127819549,2205059,GOOGL
27/02/2013,397.8,402.78,395.95,0.099616858,2028515,GOOGL
28/02/2013,400.95,403.9,400.92,0.153256705,2265874,GOOGL
01/03/2013,399.3,403.97,398.47,0.149090909,2175425,GOOGL
04/03/2013,403.05,411.83,402.9,0.15530303,2776185,GOOGL
05/03/2013,414.88,420.5,414.86,0.139240506,4045034,GOOGL
06/03/2013,420.93,422.42,414.82,0.149425287,2873998,GOOGL
07/03/2013,417.45,418.73,415.2,0.139344262,2054238,GOOGL
08/03/2013,417.67,417.88,412.94,0.154150198,2912283,GOOGL
11/03/2013,416.26,420.27,416.17,0.158995816,1595678,GOOGL
12/03/2013,415.77,416.36,412.25,0.110655738,2008979,GOOGL
13/03/2013,414.36,415.76,411.57,0.153846154,1641413,GOOGL
14/03/2013,413.91,413.91,409.1,0.134387352,1651111,GOOGL
15/03/2013,409.66,410.56,407.08,0.13253012,3099791,GOOGL
18/03/2013,402.9,406.79,401.14,0.108433735,1838552,GOOGL
19/03/2013,406.03,410.03,403.63,0.13028169,2098176,GOOGL
20/03/2013,408.82,409.16,406.13,0.123188406,1464122,GOOGL
21/03/2013,406.05,408.87,405.33,0.131578947,1477590,GOOGL
22/03/2013,407.78,408.03,405.22,0.172690763,1491678,GOOGL
25/03/2013,406.61,410.02,403.81,0.131687243,1712684,GOOGL
26/03/2013,407.16,407.41,404.3,0.145833333,1191912,GOOGL
27/03/2013,403.74,403.9,401.07,0.108949416,2163295,GOOGL
28/03/2013,402.4,403.09,397.05,0.120689655,2287712,GOOGL
01/04/2013,397.9,401.53,397.02,0.096428571,1807580,GOOGL
02/04/2013,402.67,407.82,402.4,0.1328125,2041713,GOOGL
03/04/2013,407.14,407.51,400.73,0.140562249,1738753,GOOGL
04/04/2013,402.53,403.28,396.05,0.113138686,2448102,GOOGL
05/04/2013,393.42,393.89,388.59,0.105263158,3433994,GOOGL
08/04/2013,389.76,390.16,384.58,0.114503817,2832718,GOOGL
09/04/2013,388.14,392.27,386.94,0.126394052,2157928,GOOGL
10/04/2013,391.85,396.57,388.39,0.154185022,1978862,GOOGL
11/04/2013,396.84,396.95,392.42,0.117216117,2028766,GOOGL
12/04/2013,396.39,396.45,391.86,0.153558052,1636829,GOOGL
15/04/2013,393.37,398.9,388.9,0.12749004,2454767,GOOGL
16/04/2013,393.69,398.4,392.35,0.107407407,1742374,GOOGL
17/04/2013,393.77,395.82,389.44,0.123893805,2037355,GOOGL
18/04/2013,393.07,393.29,381.01,0.161538462,3328777,GOOGL
19/04/2013,384.96,402.12,383.51,0.15234375,5804316,GOOGL
22/04/2013,400.7,402.38,387.89,0.091836735,2883407,GOOGL
23/04/2013,400.9,408.16,400.58,0.16064257,2299900,GOOGL
24/04/2013,404.46,409.41,404.4,0.156378601,1829151,GOOGL
25/04/2013,408.53,408.64,404.22,0.132575758,1992301,GOOGL
26/04/2013,404.2,404.27,398.69,0.133333333,2488237,GOOGL
29/04/2013,402.03,411.76,401.9,0.151260504,2301967,GOOGL
30/04/2013,409.91,414.23,409.25,0.108391608,2306836,GOOGL
01/05/2013,412.04,412.77,408.59,0.117437722,1455634,GOOGL
02/05/2013,410.46,417.69,409.93,0.149019608,2018546,GOOGL
03/05/2013,418.9,423.82,418.42,0.091911765,2512661,GOOGL
06/05/2013,424.55,431.36,424.55,0.168032787,2141834,GOOGL
07/05/2013,431.94,432.37,425.76,0.111111111,1967986,GOOGL
08/05/2013,428.93,437.38,426.88,0.118367347,2468403,GOOGL
09/05/2013,435.86,440.27,434.55,0.16,2200758,GOOGL
10/05/2013,438.09,440.71,436.52,0.124242424,1900717,GOOGL
13/05/2013,439.88,441.68,437.13,0.170454545,1448730,GOOGL
14/05/2013,439.19,444.79,439.01,0.113475177,1581296,GOOGL
15/05/2013,448.2,458.65,447.46,0.125,3995319,GOOGL
16/05/2013,459.96,460.45,451.46,0.129554656,3211738,GOOGL
17/05/2013,455.46,457.2,450.71,0.130742049,2792663,GOOGL
20/05/2013,452.95,460.76,452.95,0.127147766,2272942,GOOGL
21/05/2013,454.46,456.29,449.25,0.172413793,1983385,GOOGL
22/05/2013,451.73,455.11,443.88,0.146153846,2561294,GOOGL
23/05/2013,438.94,445.42,437.44,0.132142857,2279347,GOOGL
24/05/2013,438.07,439.85,435.94,0.169117647,2296760,GOOGL
28/05/2013,442.19,446.52,440.64,0.126436782,2257714,GOOGL
29/05/2013,438.29,439.43,432.58,0.117154812,2014246,GOOGL
30/05/2013,435.39,439.89,433.64,0.107883817,2120987,GOOGL
31/05/2013,434.49,438.94,434.19,0.151162791,1969857,GOOGL
03/06/2013,432.2,437.42,427.94,0.13304721,2476996,GOOGL
04/06/2013,434.36,435.73,427.46,0.124497992,1868745,GOOGL
05/06/2013,431.69,435.16,428.99,0.128676471,2107041,GOOGL
06/06/2013,432.58,433.6,424.03,0.135714286,2579605,GOOGL
07/06/2013,435.65,440.44,433.09,0.186770428,2675269,GOOGL
10/06/2013,441.49,445.95,440.49,0.117437722,2338184,GOOGL
11/06/2013,442.43,443.94,440.2,0.131274131,1752874,GOOGL
12/06/2013,443.17,443.44,435.26,0.109090909,2205049,GOOGL
13/06/2013,434.92,440.27,433.18,0.126436782,2071259,GOOGL
14/06/2013,440.49,442.79,437.5,0.150501672,2242338,GOOGL
17/06/2013,440.05,445.16,439.58,0.122866894,2147298,GOOGL
18/06/2013,444.77,450.95,444.62,0.124567474,2167878,GOOGL
19/06/2013,451.14,455.88,449.2,0.139097744,2917112,GOOGL
20/06/2013,447.44,450.95,442.1,0.126353791,3377578,GOOGL
21/06/2013,444.61,445.38,436.97,0.167910448,3982214,GOOGL
24/06/2013,436.38,438.6,432.06,0.182130584,3020242,GOOGL
25/06/2013,439.07,440.28,432.69,0.109271523,2553889,GOOGL
26/06/2013,437.31,439.44,435.72,0.11409396,1832735,GOOGL
27/06/2013,439.84,442.79,438.76,0.138059701,1926554,GOOGL
28/06/2013,437.89,441.36,437.53,0.096219931,2350049,GOOGL
01/07/2013,443.67,446.49,442.94,0.196850394,1726780,GOOGL
02/07/2013,445.55,445.95,439.07,0.131313131,1891812,GOOGL
03/07/2013,440.39,445.03,439.69,0.114379085,1048628,GOOGL
05/07/2013,445.45,448.15,444.11,0.109540636,1701830,GOOGL
08/07/2013,450.06,453.59,448.99,0.136531365,1970157,GOOGL
09/07/2013,455.96,456.93,449.44,0.136363636,1979338,GOOGL
10/07/2013,452.18,456.02,450.64,0.138686131,1715973,GOOGL
11/07/2013,456.96,460.87,454.71,0.133802817,2587845,GOOGL
12/07/2013,460.46,461.96,458.08,0.15037594,2568942,GOOGL
15/07/2013,462.61,464.46,458.64,0.145985401,1961361,GOOGL
16/07/2013,464.03,464.45,457.41,0.133828996,1983527,GOOGL
17/07/2013,460.96,463.89,458.61,0.108108108,1506168,GOOGL
18/07/2013,459.95,460.46,452.05,0.163179916,3634430,GOOGL
19/07/2013,443.75,451.93,438.24,0.16064257,7363398,GOOGL
22/07/2013,451.45,456.79,448.95,0.147651007,2904179,GOOGL
23/07/2013,455.81,456.96,450.23,0.10373444,2046745,GOOGL
24/07/2013,454.08,455.61,450.8,0.097378277,2080778,GOOGL
25/07/2013,447.38,448.87,443.48,0.128205128,3005227,GOOGL
26/07/2013,443.94,445.44,441.44,0.159010601,1778244,GOOGL
29/07/2013,442.89,447.86,440.89,0.104166667,1893042,GOOGL
30/07/2013,443.17,448.25,440.88,0.142322097,1756116,GOOGL
31/07/2013,446.94,448.7,443.53,0.062937063,2173446,GOOGL
01/08/2013,447.95,452.73,447.95,0.107142857,2138314,GOOGL
02/08/2013,452.17,453.95,450.86,0.145038168,1717765,GOOGL
05/08/2013,453.15,453.22,450.05,0.120879121,1309921,GOOGL
06/08/2013,452.8,455.31,448.31,0.113879004,1506475,GOOGL
07/08/2013,447.97,449.67,444.99,0.128571429,1380382,GOOGL
08/08/2013,448.19,448.37,443.09,0.146938776,1488045,GOOGL
09/08/2013,445.73,448.21,445.44,0.128301887,1323761,GOOGL
12/08/2013,443.89,443.94,441.27,0.127737226,1377354,GOOGL
13/08/2013,443.86,444.69,438.54,0.14453125,1420462,GOOGL
14/08/2013,439.62,440.56,434.01,0.144444444,2083229,GOOGL
15/08/2013,432.65,432.89,429.43,0.141263941,1870812,GOOGL
16/08/2013,431.07,431.65,428.7,0.146551724,1675387,GOOGL
19/08/2013,429.28,436.44,429.15,0.148698885,1811425,GOOGL
20/08/2013,434.61,436.49,432.2,0.124513619,1236259,GOOGL
21/08/2013,435.76,438.89,433.68,0.154135338,1761596,GOOGL
22/08/2013,436.79,437.81,435.56,0.112956811,870491,GOOGL
23/08/2013,439.35,439.44,435.31,0.157894737,1077093,GOOGL
26/08/2013,435.43,437.89,433.46,0.149606299,1056184,GOOGL
27/08/2013,430.24,432.3,424.37,0.100358423,1734031,GOOGL
28/08/2013,425.55,428.13,424.31,0.12406015,1330324,GOOGL
29/08/2013,424.96,430.62,424.72,0.143911439,1478494,GOOGL
30/08/2013,428.31,429.45,423.2,0.155234657,1861554,GOOGL
03/09/2013,427.61,433.53,427.4,0.140151515,2047736,GOOGL
04/09/2013,430.6,437.19,428.01,0.149019608,2041640,GOOGL
05/09/2013,437.19,440.38,436.24,0.116666667,1292601,GOOGL
06/09/2013,441.66,442.33,437.31,0.168,1561755,GOOGL
09/09/2013,442.31,445.32,441.65,0.148148148,1235064,GOOGL
10/09/2013,445.46,446.45,442.44,0.174904943,1287836,GOOGL
11/09/2013,444.71,448.93,443.48,0.126760563,1610146,GOOGL
12/09/2013,449.15,449.4,445.45,0.156,1095465,GOOGL
13/09/2013,447.7,448.29,442.86,0.148409894,1326886,GOOGL
16/09/2013,448.55,448.95,442.88,0.127272727,1341311,GOOGL
17/09/2013,444.15,444.64,440.94,0.168539326,1260257,GOOGL
18/09/2013,443.62,452.44,441.98,0.134920635,1937266,GOOGL
19/09/2013,453.45,453.45,448.15,0.136531365,1598201,GOOGL
20/09/2013,449.64,452.52,448.26,0.164383562,4348349,GOOGL
23/09/2013,448.52,451.25,443.04,0.11147541,1778378,GOOGL
24/09/2013,443.69,445.5,441.14,0.124542125,1486783,GOOGL
25/09/2013,443.72,443.72,438.24,0.135714286,1654113,GOOGL
26/09/2013,439.59,441.82,437.94,0.1328125,1260307,GOOGL
27/09/2013,437.85,439.2,436.09,0.136546185,1258822,GOOGL
30/09/2013,434.97,440.86,434.59,0.101694915,1723763,GOOGL
01/10/2013,440.56,444.28,440.46,0.164444444,1685208,GOOGL
02/10/2013,441.81,445.12,439.35,0.100371747,1496334,GOOGL
03/10/2013,444.44,447.5,436.49,0.150197628,2119212,GOOGL
04/10/2013,437.94,439.19,435.44,0.13740458,1358454,GOOGL
07/10/2013,434.16,437.43,432.49,0.177419355,1294017,GOOGL
08/10/2013,433.09,433.42,426.24,0.125,1945418,GOOGL
09/10/2013,428.57,431.76,421.91,0.135802469,2653118,GOOGL
10/10/2013,432.35,434.85,430.54,0.135658915,2258931,GOOGL
11/10/2013,433.45,437.18,433.08,0.165322581,1408912,GOOGL
14/10/2013,433.76,438.56,433.13,0.099206349,1243673,GOOGL
15/10/2013,438.32,443.26,437.44,0.134453782,1594777,GOOGL
16/10/2013,443.38,449.61,442.45,0.165289256,2011786,GOOGL
17/10/2013,446.94,448.9,443.31,0.12987013,4256622,GOOGL
18/10/2013,488.78,508.24,487.49,0.163551402,11584258,GOOGL
21/10/2013,506.24,510.01,500.27,0.099099099,3633166,GOOGL
22/10/2013,503,507.01,498.39,0.147826087,2211479,GOOGL
23/10/2013,501,517.89,500.82,0.154506438,2667586,GOOGL
24/10/2013,516.45,520.81,512.91,0.1625,2093154,GOOGL
25/10/2013,514.92,514.92,505.88,0.124542125,2030838,GOOGL
28/10/2013,508.11,512.23,507,0.144628099,1166400,GOOGL
29/10/2013,510.06,518.99,507.26,0.129166667,1608296,GOOGL
30/10/2013,519.23,519.27,513.51,0.169491525,1327100,GOOGL
31/10/2013,514.98,521.28,512.5,0.120481928,1640035,GOOGL
01/11/2013,516.41,518.52,513.06,0.114754098,1283938,GOOGL
04/11/2013,516.27,516.7,511.53,0.14,1139185,GOOGL
05/11/2013,510.69,516.34,509.22,0.189814815,1181488,GOOGL
06/11/2013,513.31,514.01,508.19,0.158371041,914624,GOOGL
07/11/2013,511.82,512.48,504.32,0.15,1680071,GOOGL
08/11/2013,504.88,509.76,504.75,0.093333333,1294508,GOOGL
11/11/2013,505.26,508.47,504.5,0.097165992,1112778,GOOGL
12/11/2013,504.35,509.29,503,0.115740741,1218960,GOOGL
13/11/2013,503.88,516.94,503.75,0.164021164,1584004,GOOGL
14/11/2013,517.48,520.39,515.69,0.13304721,1168469,GOOGL
15/11/2013,517.95,519.52,515.67,0.126696833,1277772,GOOGL
18/11/2013,518.39,524.89,515.14,0.142201835,1760249,GOOGL
19/11/2013,516.38,517.89,512.04,0.138888889,1131619,GOOGL
20/11/2013,515.49,517.2,510.69,0.167487685,965535,GOOGL
21/11/2013,514.01,519.67,513.51,0.136170213,1092497,GOOGL
22/11/2013,517.23,518.6,515.13,0.173913043,1254310,GOOGL
25/11/2013,519.1,527.12,518.03,0.111553785,1613009,GOOGL
26/11/2013,524.82,531.28,521.99,0.150753769,2287182,GOOGL
27/11/2013,531.55,534.53,530.53,0.112195122,1123559,GOOGL
29/11/2013,531.61,533.84,530.25,0.14084507,1192773,GOOGL
02/12/2013,532.29,533.71,525.91,0.190721649,1375234,GOOGL
03/12/2013,526,532.25,525.03,0.097826087,1678054,GOOGL
04/12/2013,526.21,532.52,525.52,0.100456621,1192139,GOOGL
05/12/2013,529.13,530.36,526.07,0.135869565,1134919,GOOGL
06/12/2013,535.43,535.53,530.57,0.188172043,1431235,GOOGL
09/12/2013,535.58,541.7,534.54,0.111111111,1484103,GOOGL
10/12/2013,538.36,546.7,538.36,0.097674419,1856112,GOOGL
11/12/2013,544.24,546.21,538.12,0.168224299,1711835,GOOGL
12/12/2013,540.32,542.01,535.03,0.149321267,1596498,GOOGL
13/12/2013,538.14,538.68,529.47,0.184210526,2164759,GOOGL
16/12/2013,532.04,537.88,531.54,0.179347826,1606175,GOOGL
17/12/2013,537.59,540.92,534.72,0.130653266,1539917,GOOGL
18/12/2013,536.53,543.02,530.05,0.126373626,2212546,GOOGL
19/12/2013,541.27,546.54,540.08,0.117647059,1666006,GOOGL
20/12/2013,545.19,551.14,544.54,0.140096618,3267417,GOOGL
23/12/2013,554.47,558.46,553.11,0.190751445,1723430,GOOGL
24/12/2013,558.04,558.18,554.6,0.104294479,734170,GOOGL
26/12/2013,557.56,560.06,554.9,0.178571429,1338507,GOOGL
27/12/2013,560.56,560.7,557.03,0.109289617,1570140,GOOGL
30/12/2013,560.73,560.81,555.06,0.17032967,1236709,GOOGL
31/12/2013,556.68,561.06,553.68,0.13372093,1358300,GOOGL
02/01/2014,558.29,559.43,554.68,0.149253731,1822719,GOOGL
03/01/2014,558.06,559.02,553.02,0.153374233,1669229,GOOGL
06/01/2014,557.06,559.99,553.77,0.12804878,1770782,GOOGL
07/01/2014,563.06,570.41,561.14,0.140127389,2553999,GOOGL
08/01/2014,573.57,574.23,567.21,0.108843537,2243444,GOOGL
09/01/2014,572.29,572.68,563.34,0.156976744,2085565,GOOGL
10/01/2014,570.11,570.11,561.69,0.168367347,2145560,GOOGL
13/01/2014,563.8,574.03,559.14,0.195121951,2425615,GOOGL
14/01/2014,569.54,576.08,564.61,0.132075472,2484514,GOOGL
15/01/2014,577.07,578.08,572.47,0.181818182,1951012,GOOGL
16/01/2014,575.12,579.54,574.57,0.117283951,1685699,GOOGL
17/01/2014,579,580.9,572.67,0.08045977,2766140,GOOGL
21/01/2014,581.05,582.58,576.23,0.141242938,1981099,GOOGL
22/01/2014,583.89,584.53,580.01,0.109756098,1573846,GOOGL
23/01/2014,580.58,581.83,577.76,0.208695652,1951643,GOOGL
24/01/2014,576.08,577.35,562.06,0.124137931,3926347,GOOGL
27/01/2014,563.61,563.81,541.68,0.178807947,4362978,GOOGL
28/01/2014,555.72,563.44,555.52,0.201612903,2217723,GOOGL
29/01/2014,560.12,561.44,550.26,0.133333333,2411641,GOOGL
30/01/2014,573.07,576.82,564.19,0.1875,5141107,GOOGL
31/01/2014,586.26,593.86,576.14,0.157894737,5569794,GOOGL
03/02/2014,590.19,591.45,566.57,0.136690647,4575602,GOOGL
04/02/2014,569.56,578.08,569.07,0.179487179,2815737,GOOGL
05/02/2014,572.26,575.96,564.57,0.156716418,2400619,GOOGL
06/02/2014,576.14,580.66,574.35,0.149122807,1948254,GOOGL
07/02/2014,584.4,589.54,580.86,0.158333333,2687308,GOOGL
10/02/2014,586.49,591.79,585.09,0.196850394,1945639,GOOGL
11/02/2014,590.68,596.53,586.69,0.170940171,2052813,GOOGL
12/02/2014,595.09,595.59,591.28,0.156716418,1725673,GOOGL
13/02/2014,590.97,600.55,590.42,0.112068966,1836921,GOOGL
14/02/2014,598.4,602.8,597,0.166666667,2194330,GOOGL
18/02/2014,601.31,607.04,600.6,0.125,2110730,GOOGL
19/02/2014,603.25,605.22,599.35,0.116788321,2105697,GOOGL
20/02/2014,602.17,604.05,600.71,0.139534884,1701894,GOOGL
21/02/2014,604.51,605.54,602.02,0.201754386,1863155,GOOGL
24/02/2014,603.28,610.69,603.15,0.084745763,1675461,GOOGL
25/02/2014,608.58,612.86,605.82,0.160583942,1444180,GOOGL
26/02/2014,612.61,615.05,607.49,0.126760563,1983804,GOOGL
27/02/2014,609.8,612.73,609.11,0.168141593,1260794,GOOGL
28/02/2014,610.78,612.71,603.71,0.217391304,2314596,GOOGL
03/03/2014,603.98,604.52,596.67,0.160377358,2108720,GOOGL
04/03/2014,608.11,608.61,605.35,0.196428571,1471031,GOOGL
05/03/2014,608.13,612.15,606.31,0.186440678,1236190,GOOGL
06/03/2014,611.75,613.69,609.91,0.145454545,1269591,GOOGL
07/03/2014,614.01,614.11,606.32,0.155339806,1515510,GOOGL
10/03/2014,608.45,609.43,602.65,0.202247191,1215443,GOOGL
11/03/2014,607.49,607.77,598.92,0.213592233,1715423,GOOGL
12/03/2014,598.8,604.53,592.69,0.207317073,1966927,GOOGL
13/03/2014,604.58,605.86,592.97,0.145833333,2345640,GOOGL
14/03/2014,591.59,596.03,586.85,0.229885057,2301786,GOOGL
17/03/2014,590.21,599.13,589.64,0.191489362,2166547,GOOGL
18/03/2014,597.93,606.37,597.13,0.114583333,1821606,GOOGL
